City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
251,Yakeshi,CN,2021-06-11 07:38:58,49.2833,120.7333,73.49,39,8,6.71
252,Saint George,US,2021-06-11 07:38:59,37.1041,-113.5841,70.39,11,1,4.61
253,Price,US,2021-06-11 07:38:59,39.5994,-110.8107,54.66,16,1,3.44
254,Kaeo,NZ,2021-06-11 07:38:59,-35.1,173.7833,61.32,92,98,6.31
255,Cherskiy,RU,2021-06-11 07:39:00,68.75,161.3,41.11,61,84,13.91
256,Peace River,CA,2021-06-11 07:39:00,56.2501,-117.286,52.11,66,75,5.75
257,Manakara,MG,2021-06-11 07:39:01,-22.1333,48.0167,73.6,68,6,7.29
258,Paoua,CF,2021-06-11 07:39:02,7.2427,16.4406,82.53,55,9,4.54
259,Hirara,JP,2021-06-11 07:39:03,24.8,125.2833,86.27,74,75,10.36
260,Kieta,PG,2021-06-11 07:39:03,-6.2167,155.6333,79.21,85,99,5.82
261,Viedma,AR,2021-06-11 07:39:03,-40.8135,-62.9967,49.73,48,100,15.32
262,Jaen,ES,2021-06-11 07:39:04,38.0,-3.5,75.94,33,30,0.58
263,Bograd,RU,2021-06-11 07:39:04,54.2344,90.8328,60.55,46,14,8.55
264,Beringovskiy,RU,2021-06-11 07:39:05,63.05,179.3167,36.09,100,100,5.35
265,Grindavik,IS,2021-06-11 07:39:05,63.8424,-22.4338,44.55,87,90,17.27
266,Itarema,BR,2021-06-11 07:35:00,-2.9248,-39.9167,74.32,91,30,10.69
267,Vanderhoof,CA,2021-06-11 07:39:07,54.0166,-124.0198,42.73,81,56,4.14
268,Cururupu,BR,2021-06-11 07:38:16,-1.8283,-44.8683,71.53,99,100,1.41
269,Cidreira,BR,2021-06-11 07:39:08,-30.1811,-50.2056,58.33,93,42,12.15
270,Henties Bay,NA,2021-06-11 07:39:08,-22.116,14.2845,67.37,58,0,3.42
271,Reporoa,NZ,2021-06-11 07:39:09,-38.4333,176.35,54.41,93,100,0.96
272,Tura,IN,2021-06-11 07:39:09,25.5198,90.2201,79.52,83,100,1.5
273,Smithers,CA,2021-06-11 07:39:10,54.7804,-127.1743,43.12,81,1,0.0
274,Lagoa,PT,2021-06-11 07:39:10,39.05,-27.9833,64.94,94,15,0.98
275,Svetlaya,RU,2021-06-11 07:39:11,46.5389,138.3297,61.97,82,100,7.2
