City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
355,Kendari,ID,-3.945,122.4989,83.7,69,93,5.46,moderate rain
356,Alta Floresta,BR,-9.8756,-56.0861,71.67,64,67,4.56,broken clouds
357,Severodvinsk,RU,64.5635,39.8302,51.91,74,34,13.89,scattered clouds
358,Leningradskiy,RU,69.3833,178.4167,43.45,86,100,8.72,overcast clouds
359,Bolobo,CD,-2.1667,16.2333,74.39,66,49,2.35,scattered clouds
360,Nambour,AU,-26.6333,152.95,74.82,86,16,1.99,few clouds
361,Matara,LK,5.9485,80.5353,85.77,70,90,14.52,overcast clouds
362,Kristiansund,NO,63.1115,7.732,48.85,71,75,5.75,broken clouds
363,Margate,GB,51.3813,1.3862,66.22,89,28,1.01,scattered clouds
364,Ziro,IN,27.6333,93.8333,63.34,93,100,2.28,overcast clouds
365,Egvekinot,RU,66.3167,-179.1667,38.68,83,65,5.95,broken clouds
366,Padang,ID,-0.9492,100.3543,84.25,83,93,1.88,overcast clouds
367,Ternate,ID,0.8,127.4,78.8,83,96,7.61,overcast clouds
368,Tagusao,PH,9.1924,117.8141,88.12,62,23,1.45,few clouds
369,Brae,GB,60.3964,-1.353,51.71,96,98,9.51,overcast clouds
370,Chingirlau,KZ,51.095,54.0814,80.19,39,98,12.91,light rain
371,Nouadhibou,MR,20.931,-17.0347,67.39,80,9,22.95,clear sky
372,Rehli,IN,23.6333,79.0833,94.71,42,81,12.46,broken clouds
373,Vostok,RU,46.4856,135.8833,79.21,38,15,7.18,few clouds
374,Bocas Del Toro,PA,9.3333,-82.25,79.07,80,93,3.2,overcast clouds
375,Kautokeino,NO,69.0125,23.0412,44.82,43,97,17.94,overcast clouds
376,Enshi,CN,30.3,109.4833,94.06,53,87,5.28,overcast clouds
377,Bengkulu,ID,-3.8004,102.2655,80.06,79,97,5.08,overcast clouds
378,Bonfim,BR,3.0833,-59.95,72.77,96,100,4.07,light rain
379,Victoria,HK,22.2855,114.1577,90.03,70,99,11.01,overcast clouds
380,Gimli,CA,50.6336,-96.9907,71.62,64,0,16.11,clear sky
381,Takoradi,GH,4.8845,-1.7554,76.82,87,90,5.21,moderate rain
382,Souillac,MU,-20.5167,57.5167,77.36,83,40,8.05,scattered clouds
383,Honningsvag,NO,70.9821,25.9704,42.55,70,90,19.57,overcast clouds
384,Maceio,BR,-9.6658,-35.7353,72.84,94,75,3.44,broken clouds
385,Cocentaina,ES,38.7398,-0.4398,71.91,74,89,3.2,overcast clouds
386,Loa Janan,ID,-0.583,117.095,83.8,68,99,1.9,overcast clouds
387,Sioux Lookout,CA,50.1001,-91.917,64.78,88,1,0.0,clear sky
388,Birao,CF,10.2849,22.7882,80.33,60,100,7.31,overcast clouds
389,Husavik,IS,66.0449,-17.3389,35.51,77,100,11.65,overcast clouds
390,Sibolga,ID,1.7427,98.7792,86.18,65,90,5.59,overcast clouds
391,Yuksekova,TR,37.5736,44.2872,74.03,45,0,3.44,clear sky
392,Aswan,EG,24.0934,32.907,87.01,22,0,18.5,clear sky
393,Hami,CN,42.8,93.45,80.91,12,49,6.24,scattered clouds
394,Boueni,YT,-12.9025,45.0761,82.38,73,31,9.15,scattered clouds
395,Troy,US,42.6056,-83.1499,58.68,73,1,1.01,clear sky
396,Zorritos,PE,-3.6805,-80.6782,73.42,81,99,5.68,overcast clouds
397,San Cristobal,VE,7.7669,-72.225,66.38,94,58,2.64,broken clouds
398,Darhan,MN,49.4867,105.9228,61.09,41,27,10.58,scattered clouds
399,Saint Anthony,US,45.0205,-93.218,71.38,57,1,3.0,clear sky
400,Jhargram,IN,22.45,86.9833,86.11,64,99,3.13,heavy intensity rain
401,Morondava,MG,-20.2833,44.2833,74.48,54,0,6.55,clear sky
402,La Rioja,ES,42.25,-2.5,60.48,83,98,7.47,overcast clouds
403,San Remigio,PH,11.0809,123.9381,87.53,65,93,1.99,overcast clouds
404,Kununurra,AU,-15.7667,128.7333,89.58,23,21,4.61,few clouds
405,Lufilufi,WS,-13.8745,-171.5986,76.78,81,100,18.45,moderate rain
406,Xining,CN,36.6167,101.7667,49.3,89,100,1.66,overcast clouds
407,Kango,GA,0.1943,10.0951,74.03,94,96,0.87,overcast clouds
408,Severobaykalsk,RU,55.65,109.3167,47.21,78,73,9.4,broken clouds
409,Ulaanbaatar,MN,47.9077,106.8832,51.93,43,40,13.42,scattered clouds
410,Kasongo,CD,-4.45,26.6667,73.49,39,98,4.14,overcast clouds
411,Khash,IR,28.2211,61.2158,92.07,6,0,12.08,clear sky
412,Garowe,SO,8.4054,48.4845,82.67,48,98,27.16,overcast clouds
413,Macau,MO,22.2006,113.5461,89.8,79,40,14.97,scattered clouds
414,Ribeira Grande,PT,38.5167,-28.7,70.2,94,75,13.8,broken clouds
415,Thabazimbi,ZA,-24.5917,27.4116,54.23,40,0,2.3,clear sky
416,Peruibe,BR,-24.32,-46.9983,62.64,89,75,5.73,broken clouds
417,Trelew,AR,-43.249,-65.3051,39.24,68,100,6.69,overcast clouds
418,Nenjiang,CN,49.1833,125.2167,78.91,64,100,12.73,light rain
419,Mapimi,MX,25.8167,-103.85,77.18,45,39,6.22,scattered clouds
420,Capitao Poco,BR,-1.7464,-47.0594,70.77,98,44,4.38,scattered clouds
421,Coffs Harbour,AU,-30.3,153.1333,71.87,73,1,10.36,clear sky
422,Santa Rosa,PH,14.3122,121.1114,92.1,58,61,11.01,broken clouds
423,Marathon,US,44.9,-89.7668,62.13,60,1,4.61,clear sky
424,Ust-Ishim,RU,57.6935,71.1665,78.03,43,46,10.78,scattered clouds
425,Vao,NC,-22.6667,167.4833,72.9,81,58,13.29,broken clouds
426,Mao,ES,39.8885,4.2658,73.96,100,20,6.91,few clouds
427,Marovoay,MG,-16.1,46.6333,75.34,50,4,8.97,clear sky
428,Nisia Floresta,BR,-6.0911,-35.2086,74.21,95,79,7.18,broken clouds
429,Meadow Lake,US,34.8014,-106.5436,85.48,30,91,6.44,overcast clouds
430,Tezu,IN,27.9167,96.1667,82.08,91,97,1.28,overcast clouds
431,Waw,SS,7.7029,27.9953,77.5,73,80,6.73,broken clouds
432,Karratha,AU,-20.7377,116.8463,73.13,28,100,16.49,overcast clouds
433,Northam,GB,51.0333,-4.2167,57.29,96,38,5.59,scattered clouds
434,Srednekolymsk,RU,67.45,153.6833,46.85,50,100,13.58,overcast clouds
435,Hasaki,JP,35.7333,140.8333,79.29,74,100,10.02,overcast clouds
436,Necochea,AR,-38.5473,-58.7368,45.03,58,23,10.92,few clouds
437,Kiruna,SE,67.8557,20.2251,43.72,61,75,5.75,broken clouds
438,Kirakira,SB,-10.4544,161.9205,82.87,75,70,7.4,broken clouds
439,Kushima,JP,31.4583,131.2333,78.31,93,100,10.69,overcast clouds
440,Thinadhoo,MV,0.5333,72.9333,83.79,72,37,9.73,scattered clouds
441,Wahiawa,US,21.5028,-158.0236,77.32,74,90,6.91,overcast clouds
442,Kismayo,SO,-0.3582,42.5454,80.65,70,94,17.22,overcast clouds
443,Pallasovka,RU,50.05,46.8833,77.27,58,13,13.06,few clouds
444,Kargala,RU,56.6208,83.9607,82.81,46,61,8.79,broken clouds
445,Zyryanka,RU,65.75,150.85,36.79,97,100,16.87,moderate rain
446,Morgan City,US,29.6994,-91.2068,77.0,94,1,0.0,mist
447,Nioro,GM,13.35,-15.75,78.66,83,87,8.37,overcast clouds
448,Aljezur,PT,37.3191,-8.8033,64.92,79,93,6.35,overcast clouds
449,Guamuchil,MX,25.4667,-108.1,83.75,65,79,2.13,broken clouds
450,Keti Bandar,PK,24.1447,67.4497,88.21,68,99,14.52,overcast clouds
451,Mascota,MX,20.5167,-104.7833,67.32,94,100,2.48,overcast clouds
452,Two Rivers,US,44.1539,-87.5693,57.69,74,1,1.01,clear sky
453,Labuhan,ID,-6.8844,112.2051,85.35,67,81,9.42,broken clouds
454,Marsa Matruh,EG,31.3525,27.2453,68.2,77,40,4.61,scattered clouds
455,Grafton,US,42.207,-71.6856,61.74,91,16,6.38,few clouds
456,Neiafu,TO,-18.65,-173.9833,79.48,73,75,6.91,broken clouds
457,Palmer,US,42.1584,-72.3287,63.21,79,40,8.05,scattered clouds
458,Constitucion,CL,-35.3333,-72.4167,53.22,88,85,9.93,overcast clouds
459,Chicama,PE,-7.8447,-79.1469,66.07,87,63,4.68,broken clouds
460,Ust-Kut,RU,56.7938,105.7672,64.89,67,96,9.89,moderate rain
461,Bandundu,CD,-3.3167,17.3667,74.88,65,100,3.2,overcast clouds
462,Riohacha,CO,11.5444,-72.9072,79.74,78,98,14.38,overcast clouds
463,Normandin,CA,48.8333,-72.5321,52.11,76,15,8.05,few clouds
464,Buala,SB,-8.145,159.5921,83.34,72,10,7.74,clear sky
465,Kyra,RU,49.5776,111.9753,58.69,37,80,20.09,broken clouds
466,Vung Tau,VN,10.346,107.0843,86.56,66,60,8.01,broken clouds
467,Mendi,PG,-6.1761,143.6513,61.92,91,89,2.8,overcast clouds
468,Shahpur,IN,16.7,76.8333,77.59,74,100,17.74,overcast clouds
469,Kathmandu,NP,27.7167,85.3167,75.42,94,90,4.61,overcast clouds
470,Basco,PH,20.4487,121.9702,84.22,83,35,26.31,scattered clouds
471,Cidreira,BR,-30.1811,-50.2056,54.46,67,95,13.0,overcast clouds
472,Knysna,ZA,-34.0363,23.0471,55.78,76,67,3.13,broken clouds
473,Yumen,CN,40.2833,97.2,72.01,13,46,11.3,scattered clouds
474,Abeche,TD,13.8292,20.8324,87.04,38,80,3.8,broken clouds
475,Juybar,IR,36.6412,52.9124,84.36,50,0,7.67,clear sky
476,Lambarene,GA,-0.7001,10.2406,74.5,90,99,2.55,overcast clouds
477,Yendi,GH,9.4427,-0.0099,73.38,86,100,5.61,overcast clouds
478,Letnica,PL,51.8981,15.333,62.42,66,95,5.03,overcast clouds
479,Helong,CN,42.5397,128.9972,80.1,46,24,8.16,few clouds
480,Bilibino,RU,68.0546,166.4372,62.11,54,85,11.32,overcast clouds
481,Klaksvik,FO,62.2266,-6.589,49.12,95,73,14.45,broken clouds
482,Shilong,CN,23.1123,113.8425,94.96,57,100,8.12,overcast clouds
483,Kieta,PG,-6.2167,155.6333,82.49,77,83,4.47,light rain
484,Kolyshley,RU,52.7005,44.5367,70.93,78,24,8.57,few clouds
485,Stornoway,GB,58.2093,-6.3865,53.56,82,75,25.32,broken clouds
486,Male,MV,4.1748,73.5089,87.75,70,75,18.41,broken clouds
487,Araouane,ML,18.9048,-3.5265,89.98,23,2,10.42,clear sky
488,Taldan,RU,53.6667,124.8,64.24,65,100,5.75,light rain
489,Tautira,PF,-17.7333,-149.15,80.62,82,87,23.82,light rain
490,Portalegre,PT,39.2938,-7.4312,61.09,95,3,3.09,clear sky
491,Dunedin,NZ,-45.8742,170.5036,51.8,95,99,5.84,overcast clouds
492,Kharp,RU,66.8014,65.8081,62.65,38,97,9.28,overcast clouds
493,Narrabri,AU,-30.3167,149.7833,71.69,37,75,10.36,broken clouds
494,Navalcarnero,ES,40.2891,-4.012,72.66,63,66,4.21,broken clouds
495,Ujjain,IN,23.1833,75.7667,86.88,43,32,12.55,scattered clouds
496,Amantea,IT,39.1332,16.0746,66.45,63,69,2.21,broken clouds
497,Russell,US,32.3502,-85.1999,74.8,86,40,0.0,scattered clouds
498,Marau,BR,-28.4492,-52.2,47.52,93,86,7.05,overcast clouds
499,Manjakandriana,MG,-18.9167,47.8,58.69,73,10,8.39,clear sky
500,Isangel,VU,-19.55,169.2667,82.51,74,40,0.0,scattered clouds
501,Mezen,RU,65.8522,44.24,52.2,61,40,20.85,scattered clouds
502,Barela,IN,23.1,80.05,77.81,94,75,6.91,haze
503,Mnogovershinnyy,RU,53.9353,139.9242,80.8,41,81,12.59,broken clouds
504,Itarema,BR,-2.9248,-39.9167,75.0,89,24,7.99,few clouds
505,Waldkirchen,DE,48.7327,13.6008,69.12,70,40,1.66,scattered clouds
506,Harnosand,SE,62.6323,17.9379,48.99,55,72,9.22,light rain
507,Turukhansk,RU,65.8167,87.9833,68.29,64,92,16.84,overcast clouds
508,Pamplona,ES,42.8169,-1.6432,69.98,85,0,2.3,clear sky
509,Ciocanesti,RO,44.6,25.85,67.48,67,29,6.78,scattered clouds
510,Laela,TZ,-8.5667,32.05,57.04,64,84,4.83,broken clouds
511,Dorado,PR,18.4588,-66.2677,80.94,92,100,8.9,overcast clouds
512,Camacha,PT,33.0833,-16.3333,66.96,88,40,16.11,scattered clouds
513,Boa Vista,BR,2.8197,-60.6733,75.18,94,90,3.44,light rain
514,Mananjary,MG,-21.2167,48.3333,68.72,81,100,7.25,overcast clouds
515,Marsh Harbour,BS,26.5412,-77.0636,81.12,79,100,8.88,overcast clouds
516,Mangan,IN,27.5167,88.5333,86.2,75,93,8.19,overcast clouds
517,Godean,ID,-7.7697,110.2939,90.19,52,100,5.59,overcast clouds
518,Andros,GR,37.8333,24.9333,72.81,63,96,13.27,overcast clouds
519,Vanimo,PG,-2.6741,141.3028,83.64,71,93,6.85,overcast clouds
520,Camopi,GF,3.1655,-52.3158,70.83,100,92,1.92,overcast clouds
521,Lazaro Cardenas,MX,17.9583,-102.2,80.49,82,100,3.33,overcast clouds
522,Shirokiy,RU,49.758,129.523,79.59,61,97,8.7,overcast clouds
523,Puerto Madero,MX,14.7208,-92.4215,78.58,85,100,6.82,overcast clouds
524,Dezhou,CN,37.4486,116.2925,85.73,50,96,7.45,overcast clouds
525,Cascavel,BR,-24.9558,-53.4553,50.18,93,88,5.5,overcast clouds
526,Mumford,GH,5.2618,-0.759,76.57,89,98,8.03,moderate rain
527,Ihosy,MG,-22.4,46.1167,60.84,70,28,12.66,scattered clouds
528,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,88,75,11.41,broken clouds
529,Gorlitz,DE,51.1552,14.9885,70.93,86,92,6.22,overcast clouds
530,Kuminskiy,RU,58.6667,66.5667,75.88,37,63,9.22,broken clouds
531,Kaoma,ZM,-14.7833,24.8,54.52,50,6,6.49,clear sky
532,Zhigansk,RU,66.7697,123.3711,64.6,49,38,14.97,scattered clouds
533,Phalaborwa,ZA,-23.943,31.1411,52.88,43,0,4.23,clear sky
534,Puerto Maldonado,PE,-12.6,-69.1833,67.68,87,35,2.1,scattered clouds
535,Bijie,CN,27.3125,105.2942,80.47,67,93,10.85,overcast clouds
536,Sept-Iles,CA,50.2001,-66.3821,54.12,98,90,3.44,mist
537,Vestmannaeyjar,IS,63.4427,-20.2734,42.19,65,100,5.68,overcast clouds
538,Lasa,IT,46.6166,10.7002,65.66,67,99,0.98,overcast clouds
539,Sotnikovo,RU,51.8845,107.4791,50.09,66,75,6.71,broken clouds
540,Raudeberg,NO,61.9875,5.1352,49.87,80,100,14.36,light rain
541,Saint-Pierre,RE,-21.3393,55.4781,78.44,91,90,5.75,moderate rain
542,Ranong,TH,9.9658,98.6348,87.73,71,100,9.89,overcast clouds
543,Hovd,MN,48.0056,91.6419,69.21,23,0,8.25,clear sky
544,Sawakin,SD,19.1059,37.3321,89.49,44,64,2.01,broken clouds
545,Anchorage,US,61.2181,-149.9003,67.93,57,1,9.22,clear sky
546,Kokuy,RU,52.2037,117.5529,65.34,56,100,1.61,light rain
547,Araguaina,BR,-7.1911,-48.2072,72.5,63,15,1.72,few clouds
548,Ouadda,CF,8.0777,22.4007,73.09,85,93,3.69,overcast clouds
549,Kardla,EE,58.9978,22.7492,62.58,67,0,4.61,clear sky
550,Palamos,ES,41.8484,3.1291,77.31,22,68,0.54,broken clouds
551,Farragut,US,35.8845,-84.1535,68.56,76,1,0.0,clear sky
552,Changping,CN,40.2186,116.2197,71.24,82,100,5.99,light rain
553,Saint Cloud,US,45.5608,-94.1625,68.58,59,1,5.75,clear sky
554,Hof,DE,50.3167,11.9167,69.46,80,100,3.44,overcast clouds
555,Avarua,CK,-21.2078,-159.775,75.25,83,40,10.36,light rain
556,Bella Union,UY,-30.2752,-57.6007,42.73,85,6,9.33,clear sky
557,Arak,IR,34.0917,49.6892,79.56,22,0,4.61,clear sky
558,Vila Praia De Ancora,PT,41.811,-8.8526,71.11,86,74,7.54,broken clouds
559,Sao Raimundo Nonato,BR,-9.0153,-42.6994,68.65,75,2,3.36,clear sky
560,Kedrovyy,RU,56.1667,91.8167,61.21,59,98,8.32,overcast clouds
561,Pirovskoye,RU,57.6267,92.2658,69.55,44,99,6.8,overcast clouds
562,Vidosi,BA,43.7714,17.0283,63.91,69,99,5.59,overcast clouds
563,Marawi,PH,7.9986,124.2928,75.78,89,60,1.45,broken clouds
564,Bardiyah,LY,31.7561,25.0865,71.19,69,8,8.32,clear sky
565,Nishihara,JP,26.1842,127.7558,89.26,84,75,20.71,broken clouds
566,Bundaberg,AU,-24.85,152.35,71.22,89,90,1.01,overcast clouds
567,Saravena,CO,6.9538,-71.8752,68.58,97,79,4.05,broken clouds
568,Villanueva,HN,15.3167,-88.0,74.39,94,90,6.91,overcast clouds
569,Morehead,US,37.2711,-87.1764,63.84,94,1,0.0,clear sky
570,Lamar,US,33.6668,-95.5836,78.71,82,1,0.0,clear sky
571,Tambilil,PH,5.9622,124.6697,89.49,80,92,5.68,overcast clouds
572,Waddan,LY,29.1614,16.139,75.18,39,0,8.9,clear sky
573,Bowen,AU,-20.0167,148.2333,79.02,82,39,5.32,scattered clouds
574,Rawson,AR,-43.3002,-65.1023,40.82,68,100,7.25,overcast clouds
575,Watsa,CD,3.0372,29.5355,66.36,97,99,1.74,overcast clouds
576,Rtishchevo,RU,52.2604,43.7874,70.61,73,11,10.04,few clouds
577,Neuquen,AR,-38.9516,-68.0591,35.49,69,0,3.44,clear sky
578,Gunjur,GM,13.2019,-16.7339,77.07,94,40,8.05,scattered clouds
579,Beyneu,KZ,45.3167,55.2,92.8,13,1,11.88,clear sky
580,Ilhabela,BR,-23.7781,-45.3581,64.04,90,32,6.13,scattered clouds
581,Kargasok,RU,59.0556,80.8572,72.07,61,75,12.44,light rain
582,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,54.46,70,100,6.35,overcast clouds
583,Port Keats,AU,-14.25,129.55,84.74,48,10,10.94,clear sky
584,Mugumu,TZ,-1.85,34.7,69.06,63,58,3.44,broken clouds
585,Bell Ville,AR,-32.6259,-62.6887,43.66,58,100,5.14,light rain
586,Bonavista,CA,48.6499,-53.1147,42.8,96,97,17.76,overcast clouds
587,Tura,IN,25.5198,90.2201,87.01,62,74,6.31,broken clouds
588,Damghan,IR,36.1683,54.348,86.49,19,0,4.12,clear sky
589,Saulkrasti,LV,57.2622,24.4147,60.8,68,58,5.97,broken clouds
590,Culebra,PR,18.303,-65.301,82.44,74,88,18.3,overcast clouds
591,Claudio,BR,-20.4433,-44.7658,55.83,82,0,2.59,clear sky
592,Rosetta,EG,31.4044,30.4164,75.02,66,0,7.07,clear sky
593,Peceneaga,RO,45.0167,28.1333,66.67,92,84,12.03,broken clouds
594,Richards Bay,ZA,-28.783,32.0377,65.01,51,79,12.62,broken clouds
595,Canavieiras,BR,-15.675,-38.9472,65.89,90,30,3.53,scattered clouds
596,Olinda,BR,-8.0089,-34.8553,71.33,88,40,4.61,scattered clouds
597,Emerald,AU,-23.5333,148.1667,77.34,57,40,12.66,scattered clouds
598,The Valley,AI,18.217,-63.0578,82.26,76,100,20.09,overcast clouds
599,Adrar,MR,20.5022,-10.0711,88.36,14,30,11.18,scattered clouds
600,Savinka,RU,50.0785,47.0994,77.59,57,20,13.33,few clouds
601,Kelvington,CA,52.1667,-103.5343,73.06,62,7,20.83,clear sky
602,Christchurch,NZ,-43.5333,172.6333,52.0,94,90,1.99,overcast clouds
603,Montrose,US,38.4166,-108.2673,65.61,29,86,3.29,overcast clouds
604,Anadyr,RU,64.75,177.4833,59.5,41,0,15.66,clear sky
605,Tsarychanka,UA,48.937,34.4786,69.8,76,98,1.61,overcast clouds
606,Pochutla,MX,15.7432,-96.4661,73.81,90,100,2.93,overcast clouds
607,Tucurui,BR,-3.7661,-49.6725,70.92,98,10,2.19,clear sky
608,Rocha,UY,-34.4833,-54.3333,43.27,79,18,6.06,few clouds
609,Chahal,GT,15.75,-89.5667,73.06,100,100,2.8,overcast clouds
610,Kamaishi,JP,39.2667,141.8833,77.95,90,46,3.65,scattered clouds
611,Punta,PH,8.9897,125.34,86.34,69,26,5.7,light rain
612,Kailua,US,21.4022,-157.7394,80.58,69,90,10.36,light rain
613,Xam Nua,LA,20.4197,104.0439,84.52,57,95,4.34,overcast clouds
614,Puerto Leguizamo,CO,-0.1934,-74.7819,69.75,99,98,2.08,overcast clouds
615,Liverpool,GB,53.4106,-2.9779,60.75,72,0,1.01,clear sky
616,Tahmek,MX,20.8833,-89.2667,75.16,96,100,5.03,overcast clouds
617,Beian,NO,63.6559,9.5683,48.56,81,40,11.5,scattered clouds
618,Labuan,MY,5.2767,115.2417,89.96,62,20,3.44,few clouds
619,Mecca,SA,21.4267,39.8261,93.76,28,1,7.76,clear sky
620,Singaraja,ID,-8.112,115.0882,84.6,69,41,2.53,scattered clouds
621,Santa Cruz,BO,-17.8,-63.1667,67.46,68,75,10.36,broken clouds
622,Amapa,BR,1.0,-52.0,69.87,99,62,1.23,broken clouds
623,Wattegama,LK,6.7989,81.4808,88.72,35,59,5.84,broken clouds
624,Motygino,RU,58.1831,94.7592,69.19,33,99,6.35,overcast clouds
625,Svarstad,NO,59.399,9.9698,58.26,57,64,1.88,broken clouds
626,Kibala,TD,9.1104,18.3463,71.55,83,20,6.91,few clouds
627,Ostrovnoy,RU,68.0531,39.5131,43.43,79,100,22.57,overcast clouds
628,Svetlyy,RU,54.675,20.1347,60.85,72,59,6.11,broken clouds
629,Acajutla,SV,13.5928,-89.8275,78.8,82,95,7.47,light rain
630,Mandera,KE,3.9366,41.867,80.78,41,53,18.9,broken clouds
631,Vanavara,RU,60.34,102.2797,69.04,36,34,6.06,scattered clouds
632,Ferkessedougou,CI,9.6,-5.2,72.39,93,88,4.34,overcast clouds
633,Ulaangom,MN,49.9811,92.0667,73.76,23,6,5.01,clear sky
634,Honiara,SB,-9.4333,159.95,83.82,74,53,4.34,broken clouds
635,Takanosu,JP,40.2219,140.3694,81.36,88,40,4.61,scattered clouds
636,Pata,PH,17.7152,121.5018,97.88,40,97,3.8,overcast clouds
637,Lawton,US,34.6087,-98.3903,79.27,79,1,4.61,clear sky
638,Skibbereen,IE,51.55,-9.2667,53.4,85,100,12.24,overcast clouds
639,Wamba,NG,8.9333,8.6,71.01,86,100,2.64,overcast clouds
640,Boende,CD,-0.2167,20.8667,76.53,70,66,1.45,broken clouds
641,Tazovskiy,RU,67.4667,78.7,46.47,83,100,11.88,overcast clouds
642,Corinto,GR,37.9407,22.9573,72.75,71,100,8.32,overcast clouds
643,Waipawa,NZ,-41.4122,175.5153,55.02,78,75,3.27,broken clouds
644,La Macarena,CO,2.1837,-73.7849,70.63,100,100,2.28,light rain
645,Tarko-Sale,RU,64.9225,77.785,58.41,78,98,17.54,light rain
646,Benicarlo,ES,40.4165,0.4271,74.25,58,53,3.78,broken clouds
647,Tenenkou,ML,14.4572,-4.9169,85.55,47,94,11.1,overcast clouds
648,Encheng,CN,22.1839,112.3026,88.97,67,97,12.48,overcast clouds
649,Pangkalanbuun,ID,-2.6833,111.6167,92.01,49,62,3.15,broken clouds
650,Sangar,RU,63.9242,127.4739,74.98,29,9,8.37,clear sky
651,Olafsvik,IS,64.8945,-23.7142,39.24,68,65,33.64,broken clouds
652,Penaflor,CL,-33.6167,-70.9167,57.07,86,81,2.21,broken clouds
653,Pangody,RU,65.85,74.4859,62.04,43,47,18.07,scattered clouds
654,Narayanpet,IN,16.7333,77.5,77.77,73,100,16.91,overcast clouds
655,Warwick,US,41.7001,-71.4162,64.44,90,1,4.61,clear sky
656,Nalut,LY,30.3333,10.85,74.82,31,7,14.43,clear sky
657,Mufulira,ZM,-12.5498,28.2407,55.71,59,46,5.88,scattered clouds
658,Ouallam,NE,14.3188,2.0866,88.05,46,30,11.74,scattered clouds
659,Loikaw,MM,19.6742,97.2094,71.46,93,99,3.11,overcast clouds
660,Kitimat,CA,54.0524,-128.6534,54.91,91,34,1.01,light rain
661,Ludvika,SE,60.1496,15.1878,54.03,65,61,5.57,broken clouds
662,Sobolevo,RU,54.4299,31.8996,64.71,77,60,9.22,broken clouds
663,Pauini,BR,-7.7136,-66.9764,70.93,88,95,0.87,overcast clouds
664,Massakory,TD,12.996,15.7293,87.39,43,95,10.78,overcast clouds
665,Parana,AR,-31.732,-60.5238,47.57,65,100,7.81,moderate rain
666,Biak,ID,-0.9131,122.8766,81.12,72,86,5.88,overcast clouds
667,Emmauss,RU,56.7805,36.115,66.25,64,66,9.46,broken clouds
668,Khilok,RU,51.3674,110.4676,55.51,46,93,13.0,overcast clouds
669,Burgeo,CA,47.6167,-57.6152,47.86,88,100,20.22,overcast clouds
670,San Julian,MX,21.0167,-102.1667,62.8,55,98,6.31,overcast clouds
671,Tromso,NO,69.6496,18.957,41.02,81,75,1.99,broken clouds
672,Irbeyskoye,RU,55.6428,95.4522,65.35,50,11,3.2,few clouds
673,Brzeg Dolny,PL,51.273,16.7082,67.98,77,62,4.9,broken clouds
674,Zelenikovo,MK,41.8867,21.5869,69.85,49,20,2.3,few clouds
675,Tessalit,ML,20.1986,1.0114,90.68,11,3,8.81,clear sky
676,Cordoba,AR,-31.4135,-64.1811,41.76,77,90,4.0,heavy intensity rain
677,Stillwater,US,36.1156,-97.0584,79.88,81,44,4.27,scattered clouds
678,Aasiaat,GL,68.7098,-52.8699,33.46,90,67,7.67,broken clouds
679,Urman,RU,54.8831,56.8742,82.09,44,64,6.35,broken clouds
680,Baykit,RU,61.67,96.37,70.48,40,92,5.97,overcast clouds
681,Mayo,US,38.8876,-76.5119,69.94,76,40,4.0,scattered clouds
682,Derzhavinsk,KZ,51.1,66.3167,88.7,19,17,5.23,few clouds
683,Victor Harbor,AU,-35.5667,138.6167,57.99,76,96,4.0,light rain
684,Sao Paulo Do Potengi,BR,-5.895,-35.7628,73.51,97,85,4.65,overcast clouds
685,El Tigre,VE,8.8875,-64.2454,74.07,85,15,10.2,few clouds
686,Wyszkow,PL,52.5928,21.4584,63.21,66,74,6.24,broken clouds
687,Bolshoye Nagatkino,RU,54.5196,47.9679,77.97,59,45,7.43,scattered clouds
688,Vinukonda,IN,16.05,79.75,89.85,51,100,19.53,overcast clouds
689,Hualmay,PE,-11.0964,-77.6139,64.78,87,41,7.49,scattered clouds
690,Palompon,PH,11.0508,124.3843,87.1,66,86,5.46,overcast clouds
691,Maniitsoq,GL,65.4167,-52.9,35.47,98,100,3.71,overcast clouds
692,Washougal,US,45.5826,-122.3534,59.18,90,1,3.44,clear sky
693,Belaya Gora,RU,68.5333,146.4167,52.48,33,100,15.12,overcast clouds
694,Kutum,SD,14.2,24.6667,82.53,18,93,9.66,overcast clouds
695,Tarakan,ID,3.3,117.6333,83.7,89,40,0.0,scattered clouds
696,Baghdad,IQ,33.3406,44.4009,87.71,29,0,23.02,clear sky
697,San Bartolome,ES,27.9248,-15.5733,60.49,76,20,18.41,few clouds
698,Sabang,ID,5.8933,95.3214,83.93,72,86,14.83,overcast clouds
699,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,92,96,5.55,overcast clouds
700,Fujin,CN,47.26,132.0322,84.92,45,73,10.69,broken clouds
701,Karlskoga,SE,59.3267,14.5239,60.39,67,40,8.1,scattered clouds
702,Huilong,CN,31.8111,121.655,90.03,84,100,10.25,overcast clouds
