City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
122,Bethel,US,41.3712,-73.414,64.04,78,1,9.22,clear sky
123,Aykhal,RU,66.0,111.5,64.49,47,64,5.1,broken clouds
124,Kavaratti,IN,10.5669,72.642,83.3,79,100,24.32,overcast clouds
125,Cairns,AU,-16.9167,145.7667,88.07,73,36,6.91,scattered clouds
126,Hobart,AU,-42.8794,147.3294,55.26,87,75,6.91,broken clouds
127,Madimba,TZ,-10.4,40.3333,73.71,75,36,9.69,scattered clouds
128,Upernavik,GL,72.7868,-56.1549,33.75,88,11,3.38,few clouds
129,Fuxin,CN,42.0156,121.6589,81.46,48,100,17.92,overcast clouds
130,College Station,US,30.628,-96.3344,75.42,87,1,4.61,clear sky
131,Pisco,PE,-13.7,-76.2167,63.01,77,0,2.3,clear sky
132,Ilulissat,GL,69.2167,-51.1,35.62,93,90,5.75,overcast clouds
133,Kodiak,US,57.79,-152.4072,53.11,71,1,5.75,clear sky
134,Jalu,LY,29.0331,21.5482,77.11,41,0,11.81,clear sky
135,Brasilia,BR,-15.7797,-47.9297,58.12,94,0,1.14,clear sky
136,Harper,LR,4.375,-7.7169,76.86,86,64,5.97,broken clouds
137,Sidney,AU,-33.8679,151.2073,67.48,67,0,1.99,clear sky
138,Meulaboh,ID,4.1363,96.1285,85.93,66,92,5.84,overcast clouds
139,Sinegorye,RU,62.0788,150.477,70.88,31,98,3.98,overcast clouds
140,Fortuna,US,40.5982,-124.1573,57.65,90,1,8.05,clear sky
141,Shafter,US,35.5005,-119.2718,82.87,19,90,6.08,overcast clouds
142,Wum,CM,6.3833,10.0667,64.22,95,98,2.89,overcast clouds
143,Xuddur,SO,4.1213,43.8894,77.77,52,97,19.48,overcast clouds
144,Talnakh,RU,69.4865,88.3972,53.56,88,100,9.57,light rain
145,Flinders,AU,-34.5833,150.8552,66.2,65,16,9.98,light rain
146,Cabo San Lucas,MX,22.8909,-109.9124,86.81,76,57,14.67,broken clouds
147,Qaanaaq,GL,77.484,-69.3632,35.35,90,100,6.42,overcast clouds
148,Yershichi,RU,53.6725,32.7542,65.64,73,58,6.33,broken clouds
149,Nanortalik,GL,60.1432,-45.2371,35.94,90,93,9.64,overcast clouds
150,Tuatapere,NZ,-46.1333,167.6833,48.81,95,98,4.23,overcast clouds
151,Port Hardy,CA,50.6996,-127.4199,53.78,100,75,2.3,broken clouds
152,Astoria,US,46.1879,-123.8313,57.09,88,90,4.61,overcast clouds
153,Matagami,CA,49.7502,-77.6328,39.31,87,1,13.8,clear sky
154,Hofn,IS,64.2539,-15.2082,39.76,66,100,19.17,overcast clouds
155,Kuusamo,FI,65.9667,29.1833,48.24,71,75,5.75,broken clouds
156,Dzhebariki-Khaya,RU,62.2167,135.8,78.12,25,100,8.95,overcast clouds
157,Vilyuysk,RU,63.7553,121.6247,72.07,36,76,9.42,broken clouds
158,Vagur,FO,61.4732,-6.8119,48.24,90,39,17.72,scattered clouds
159,Cananea,MX,30.95,-110.3,85.78,34,1,8.16,clear sky
160,Bam,IR,29.106,58.357,95.31,7,0,13.71,clear sky
161,Say,NE,13.1007,2.3689,84.76,52,69,12.41,broken clouds
162,Suriapet,IN,17.15,79.6167,83.41,65,99,12.24,overcast clouds
163,Haines Junction,CA,60.7522,-137.5108,49.95,87,87,2.3,overcast clouds
164,Belyy Yar,RU,53.6039,91.3903,55.29,94,40,2.24,light rain
165,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,85,0,1.14,clear sky
166,Okha,RU,53.5739,142.9478,69.39,58,88,15.66,overcast clouds
167,Dekar,BW,-21.5333,21.9333,53.73,35,79,5.77,broken clouds
168,Hithadhoo,MV,-0.6,73.0833,83.61,73,20,10.4,few clouds
169,Guerrero Negro,MX,27.9769,-114.0611,66.24,81,37,4.25,scattered clouds
170,Naze,JP,28.3667,129.4833,86.92,88,89,19.28,overcast clouds
171,Airai,TL,-8.9266,125.4092,73.87,45,33,3.53,scattered clouds
172,Yarmouth,US,41.7057,-70.2286,64.98,95,1,3.0,clear sky
173,Solnechnyy,RU,50.7214,136.6319,83.66,39,97,12.24,overcast clouds
174,Jiexiu,CN,37.0244,111.9125,70.59,92,100,6.82,light rain
175,Aklavik,CA,68.2191,-135.0107,72.43,39,85,15.46,overcast clouds
176,Great Bend,US,38.3645,-98.7648,79.03,55,1,3.0,clear sky
177,Oktyabrskoye,RU,43.0645,44.7417,73.54,73,0,4.47,clear sky
178,Longyearbyen,SJ,78.2186,15.6401,37.24,70,40,8.05,scattered clouds
179,Balkhash,KZ,46.844,74.9804,81.21,19,0,15.66,clear sky
180,Gamba,GA,-2.65,10.0,75.67,87,90,3.87,overcast clouds
181,Shagonar,RU,51.5333,92.8,60.12,66,100,15.26,overcast clouds
182,Ellsworth,US,44.5434,-68.4195,60.89,98,90,1.99,mist
183,Puerto Escondido,MX,15.85,-97.0667,78.91,84,100,4.12,overcast clouds
184,Esperance,AU,-33.8667,121.9,58.84,62,62,16.11,broken clouds
185,Katsuura,JP,35.1333,140.3,78.24,83,100,8.34,light rain
186,Keflavik,IS,64.0049,-22.5624,39.52,70,0,25.32,clear sky
187,Daru,PG,-9.0763,143.2092,80.67,82,33,12.86,scattered clouds
188,Isoka,ZM,-10.1606,32.6335,57.42,66,39,3.44,scattered clouds
189,Walvis Bay,NA,-22.9575,14.5053,54.09,100,90,4.61,fog
190,Zaranj,AF,30.9667,61.8833,93.16,4,0,28.27,clear sky
191,Tual,ID,-5.6667,132.75,80.89,78,80,15.08,broken clouds
192,Mudbidri,IN,13.0833,74.9833,82.02,89,75,13.8,mist
193,Tasiilaq,GL,65.6145,-37.6368,33.96,79,58,3.6,broken clouds
194,Homer,US,59.6425,-151.5483,53.49,75,1,8.05,clear sky
195,Thompson,CA,55.7435,-97.8558,62.76,63,75,4.61,broken clouds
196,Faanui,PF,-16.4833,-151.75,80.49,78,60,22.46,light rain
197,Pocatello,US,42.8713,-112.4455,67.48,56,1,1.99,clear sky
198,Gat,IL,31.61,34.7642,74.08,100,3,7.58,clear sky
199,Clyde River,CA,70.4692,-68.5914,34.03,93,90,4.61,overcast clouds
200,Humberto De Campos,BR,-2.5983,-43.4611,74.05,91,1,3.4,clear sky
201,Rafsanjan,IR,30.4067,55.9939,92.17,10,0,7.38,clear sky
202,Atambua,ID,-9.1061,124.8925,83.8,53,39,1.92,scattered clouds
203,Marquette,US,46.5333,-87.6335,47.16,79,17,2.95,few clouds
204,Cobija,BO,-11.0267,-68.7692,72.39,73,65,2.04,broken clouds
205,Castro,BR,-24.7911,-50.0119,46.42,86,64,2.91,broken clouds
206,Ngama,TD,11.7833,17.1667,85.69,43,94,9.37,overcast clouds
207,Mogadishu,SO,2.0371,45.3438,80.33,74,100,17.65,overcast clouds
208,Severo-Kurilsk,RU,50.6789,156.125,48.34,80,62,9.01,broken clouds
209,Tutoia,BR,-2.7619,-42.2744,76.95,85,13,8.46,few clouds
210,Sinnamary,GF,5.3833,-52.95,77.41,88,93,7.52,overcast clouds
211,Ketchikan,US,55.3422,-131.6461,54.07,87,75,11.5,broken clouds
212,Port Elizabeth,ZA,-33.918,25.5701,55.69,71,0,5.75,clear sky
213,Luderitz,NA,-26.6481,15.1594,57.43,76,0,5.23,clear sky
214,Georgetown,MY,5.4112,100.3354,87.75,67,20,8.99,few clouds
215,Coquimbo,CL,-29.9533,-71.3436,53.33,87,0,1.14,clear sky
216,Mehamn,NO,71.0357,27.8492,44.51,75,94,25.64,light rain
217,Ancud,CL,-41.8697,-73.8203,34.43,85,10,8.14,clear sky
218,La Ronge,CA,55.1001,-105.2842,77.22,41,90,11.5,overcast clouds
219,Atar,MR,20.5169,-13.0499,86.56,19,6,8.97,clear sky
220,Whitefish,US,48.4111,-114.3376,56.95,74,75,9.22,broken clouds
221,Bubaque,GW,11.2833,-15.8333,80.17,76,100,6.8,overcast clouds
222,Saint-Augustin,CA,51.226,-58.6502,47.19,95,100,11.41,overcast clouds
223,Kangaba,ML,11.9333,-8.4167,73.42,86,100,6.87,overcast clouds
224,Caravelas,BR,-17.7125,-39.2481,64.17,82,35,3.58,scattered clouds
225,Seoul,KR,37.5683,126.9778,85.44,46,0,12.66,clear sky
226,Svetlogorsk,BY,52.6333,29.7333,67.12,76,78,8.9,broken clouds
227,Jalpa,MX,21.6333,-102.9667,75.0,40,100,4.43,overcast clouds
228,Buritizeiro,BR,-17.3511,-44.9622,63.16,68,22,0.94,few clouds
229,Chokurdakh,RU,70.6333,147.9167,39.72,70,100,14.94,overcast clouds
230,Outlook,CA,51.5001,-107.0513,73.09,69,28,11.63,scattered clouds
231,Manta,EC,-0.95,-80.7333,74.98,83,0,1.14,clear sky
232,Iwanai,JP,42.9744,140.5089,68.36,76,86,5.12,overcast clouds
233,Saint-Joseph,RE,-21.3667,55.6167,77.36,81,55,10.87,light rain
234,Ust-Tsilma,RU,65.441,52.1498,71.74,41,73,10.87,broken clouds
235,Boyolangu,ID,-8.1181,111.8935,85.14,68,85,2.93,overcast clouds
236,San Policarpo,PH,12.1791,125.5072,86.43,68,83,12.15,broken clouds
237,Nerl,RU,56.6628,40.3893,66.34,88,81,6.93,broken clouds
238,Havelock,US,34.8791,-76.9013,72.95,96,56,0.76,broken clouds
239,Lalibela,ET,12.0333,39.0333,70.23,28,91,0.25,overcast clouds
240,Avera,US,33.194,-82.5271,73.71,57,0,8.86,clear sky
241,Kabompo,ZM,-13.5927,24.2008,53.49,51,4,5.66,clear sky
242,Iqaluit,CA,63.7506,-68.5145,31.73,93,75,8.99,broken clouds
243,Thaba-Tseka,LS,-29.522,28.6084,40.86,61,33,5.32,scattered clouds
244,Khatanga,RU,71.9667,102.5,72.86,34,1,13.47,clear sky
245,Kainantu,PG,-6.2887,145.8655,65.21,86,98,3.53,overcast clouds
246,Bindura,ZW,-17.3019,31.3306,55.02,68,13,1.12,few clouds
247,Kloulklubed,PW,7.0419,134.2556,84.7,69,88,9.91,overcast clouds
248,Alexandria,EG,31.2156,29.9553,75.16,69,40,5.75,scattered clouds
249,Bairiki,KI,1.3292,172.9752,82.4,83,75,14.97,light rain
250,College,US,64.8569,-147.8028,82.38,36,20,3.44,few clouds
251,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.34,87,14,0.74,few clouds
252,Sola,VU,-13.8833,167.55,81.3,76,53,10.63,broken clouds
253,Pevek,RU,69.7008,170.3133,40.06,81,51,1.21,broken clouds
254,Lewisporte,CA,49.2499,-55.0482,50.38,88,100,7.63,overcast clouds
255,Barcelos,PT,41.5388,-8.6151,70.92,87,91,3.91,overcast clouds
256,Penticton,CA,49.4806,-119.5858,64.29,38,75,11.5,broken clouds
257,Quatre Cocos,MU,-20.2078,57.7625,77.09,72,8,9.31,clear sky
258,Namibe,AO,-15.1961,12.1522,67.8,61,18,7.54,few clouds
259,Laguna,US,38.421,-121.4238,78.76,40,1,5.75,clear sky
260,Paita,PE,-5.0892,-81.1144,68.99,81,76,12.75,broken clouds
261,Fairbanks,US,64.8378,-147.7164,82.4,36,1,0.0,clear sky
262,Pangnirtung,CA,66.1451,-65.7125,31.91,92,86,2.71,overcast clouds
263,Newport News,US,36.9788,-76.428,71.98,80,1,3.0,clear sky
264,Comodoro Rivadavia,AR,-45.8667,-67.5,33.66,69,0,3.44,clear sky
265,Koscian,PL,52.0883,16.6487,62.49,81,84,6.91,broken clouds
266,Longjiang,CN,47.3303,123.1836,82.17,53,100,11.43,overcast clouds
