City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
219,Vardo,NO,2021-06-14 05:25:50,70.3705,31.1107,52.0,71,40,4.61
220,Coyah,GN,2021-06-14 05:25:50,9.75,-13.4167,77.95,93,100,6.85
221,Kwinana,AU,2021-06-14 05:25:51,-32.25,115.7667,65.17,62,92,8.99
222,Luderitz,NA,2021-06-14 05:25:51,-26.6481,15.1594,62.6,61,3,5.21
223,Cayenne,GF,2021-06-14 05:25:51,4.9333,-52.3333,75.24,91,75,0.0
224,Chapais,CA,2021-06-14 05:25:52,49.7834,-74.8492,60.58,68,94,0.69
225,Lompoc,US,2021-06-14 05:25:52,34.6391,-120.4579,66.42,88,90,5.75
226,Beloha,MG,2021-06-14 05:25:53,-25.1667,45.05,67.6,87,9,4.29
227,Plettenberg Bay,ZA,2021-06-14 05:25:53,-34.0527,23.3716,55.6,85,52,3.96
228,Vaitape,PF,2021-06-14 05:25:54,-16.5167,-151.75,80.22,78,85,14.85
229,Beirut,LB,2021-06-14 05:25:42,33.8889,35.4944,78.85,69,75,4.61
230,Ternate,ID,2021-06-14 05:25:54,0.8,127.4,81.36,76,100,2.46
231,Ampanihy,MG,2021-06-14 05:25:55,-24.7,44.75,66.67,68,1,3.42
232,Kamenka,RU,2021-06-14 05:25:55,51.3223,42.7678,67.69,78,24,6.6
233,Klaksvik,FO,2021-06-14 05:25:56,62.2266,-6.589,49.12,87,98,16.89
234,Samana,DO,2021-06-14 05:25:56,19.2056,-69.3369,76.37,92,6,6.71
235,Posse,BR,2021-06-14 05:25:57,-14.0931,-46.3694,69.35,61,67,6.17
236,Okhotsk,RU,2021-06-14 05:25:10,59.3833,143.3,50.77,67,24,9.28
237,Kahului,US,2021-06-14 05:25:57,20.8947,-156.47,77.02,77,90,11.5
238,Souillac,MU,2021-06-14 05:25:58,-20.5167,57.5167,76.35,69,20,16.11
239,Saint-Philippe,RE,2021-06-14 05:25:58,-21.3585,55.7679,76.48,73,79,16.69
240,Jiaozuo,CN,2021-06-14 05:25:59,35.2397,113.2331,84.0,73,100,6.31
241,Kayerkan,RU,2021-06-14 05:25:59,69.3497,87.7602,50.5,71,46,13.15
242,Bengkulu,ID,2021-06-14 05:26:00,-3.8004,102.2655,84.96,62,98,5.93
243,Barrow,US,2021-06-14 05:26:00,71.2906,-156.7887,37.42,81,20,19.57
244,Puerto Del Rosario,ES,2021-06-14 05:26:01,28.5004,-13.8627,69.55,73,75,14.97
245,Vila Velha,BR,2021-06-14 05:26:01,-20.3297,-40.2925,67.95,77,40,3.44
246,College,US,2021-06-14 05:26:01,64.8569,-147.8028,67.98,59,75,4.61
247,Assiniboia,CA,2021-06-14 05:26:02,49.6334,-105.9845,64.31,63,3,6.91
248,Elat,IL,2021-06-14 05:26:02,29.5581,34.9482,78.64,57,0,13.8
249,Saint-Augustin,CA,2021-06-14 05:26:03,51.226,-58.6502,45.59,86,49,0.11
250,San Cristobal,VE,2021-06-14 05:26:03,7.7669,-72.225,65.57,96,100,2.8
251,Yulara,AU,2021-06-14 05:26:04,-25.2406,130.9889,71.44,33,40,10.36
252,Palmer,US,2021-06-14 05:26:04,42.1584,-72.3287,64.33,75,1,1.01
253,Kantang,TH,2021-06-14 05:26:05,7.4054,99.5156,84.29,79,40,6.91
254,Tigil,RU,2021-06-14 05:26:05,57.8,158.6667,68.25,35,7,5.08
255,Matam,SN,2021-06-14 05:26:05,15.6175,-13.3303,80.96,48,81,14.2
256,Dakar,SN,2021-06-14 05:21:57,14.6937,-17.4441,76.08,87,98,13.13
257,Wewak,PG,2021-06-14 05:26:06,-3.5534,143.6268,85.51,68,56,9.82
258,Sharlyk,RU,2021-06-14 05:26:07,52.9167,54.75,74.26,43,81,18.66
259,Tevriz,RU,2021-06-14 05:26:07,57.509,72.4042,81.36,31,61,4.16
260,Isangel,VU,2021-06-14 05:26:07,-19.55,169.2667,80.71,78,75,0.0
261,Noumea,NC,2021-06-14 05:26:08,-22.2763,166.4572,77.0,99,96,8.99
262,Ulaanbaatar,MN,2021-06-14 05:24:53,47.9077,106.8832,69.93,37,20,4.47
263,Mahur,IN,2021-06-14 05:26:09,25.1667,93.1167,82.2,78,91,2.44
264,Muisne,EC,2021-06-14 05:26:09,0.6,-80.0333,76.32,88,100,6.91
265,Alice Springs,AU,2021-06-14 05:26:09,-23.7,133.8833,74.21,21,41,11.99
266,Atasu,KZ,2021-06-14 05:26:10,48.6814,71.6433,71.17,42,1,11.27
267,Xam Nua,LA,2021-06-14 05:26:10,20.4197,104.0439,74.55,92,96,3.8
268,Vikhorevka,RU,2021-06-14 05:26:11,56.1201,101.1636,53.19,91,100,8.84
269,Keene,US,2021-06-14 05:26:11,42.9337,-72.2781,64.62,87,1,0.0
270,Ban Nahin,LA,2021-06-14 05:26:12,18.2418,104.2122,76.73,95,99,3.4
271,Henties Bay,NA,2021-06-14 05:26:12,-22.116,14.2845,69.08,32,2,10.45
